Image,Observation,Date,Exposure,Tip_Radius,Tip_Longitude,Base_Radius,Base_Longitude,Class,Phase
N1628596720b_1.IMG,ISS_116RI_EQXSHADOW001_PRIME,2009-222T11:16:32.037,460,139937.92,100.655,139961.57,100.452,Classic,149.4506
N1628932441a_1.IMG,ISS_116RI_EQXSHADOW013_PRIME,2009-226T08:31:50.378,1000,140088.85,230.334,140136.33,230.293,Classic,100.62493
N1628932441b_1.IMG,ISS_116RI_EQXSHADOW013_PRIME,2009-226T08:31:50.378,1000,140118.71,228.448,140136.64,228.42,Complex,100.61018
N1629353989_1.IMG,ISS_116RI_EQXSHADOW022_PRIME,2009-231T05:37:35.278,1200,140064.48,241.69,140132.45,241.571,Classic,119.48358
N1629517865_1.IMG,ISS_117RI_EQXSHADOW003_PRIME,2009-233T03:08:50.432,560,140182.49,265.894,140238.98,265.636,Classic,125.95697
N1629518885a_1.IMG,ISS_117RI_EQXSHADOW003_PRIME,2009-233T03:25:50.294,820,0,0,140262.31,269.888,Complex,125.96758
N1629518885b_1.IMG,ISS_117RI_EQXSHADOW003_PRIME,2009-233T03:25:50.294,820,140303.33,266.393,140260.87,267.84,Complex,125.98681
N1629518885c_1.IMG,ISS_117RI_EQXSHADOW003_PRIME,2009-233T03:25:50.294,820,140277,258.805,140227.51,260.191,Complex,126.01608
N1654040868a_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-151T23:02:38.757,1200,139992.5,265.278,140233.67,265.27,Extended Object,119.93356
N1654040868b_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-151T23:02:38.757,1200,139988.33,266.11,139995.77,265.625,Complex,119.92012
N1654057184a_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T03:34:34.625,1200,140023.53,267.346,139997,267.531,Complex,121.73454
N1654057184b_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T03:34:34.625,1200,139975.86,268.114,139991.62,268.08,Classic,121.72856
N1654057184c_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T03:34:34.625,1200,139972.27,267.811,139996.6,267.759,Classic,121.73141
N1654062944_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T05:10:34.584,1200,139983.96,268.994,140022.51,268.928,Classic,122.41392
N1654064384_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T05:34:34.574,1200,139971.52,268.082,140011.7,266.878,Classic - bright head,122.59514
N1654065824_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T05:58:34.563,1200,139981.99,269.465,140026.91,269.365,Classic,122.76646
N1654068224_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T06:38:34.546,1200,139954.1,270.849,140034.94,270.258,Complex,123.05685
N1654070624_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T07:18:34.529,1200,139993.08,269.059,140024.1,269.083,Extended Object,123.37806
N1654072544_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T07:50:34.515,1200,139997.34,271.306,140034.74,270.015,Complex,123.61257
N1654073504_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T08:06:34.509,1200,140059.59,269.926,140029.09,269.991,Classic,123.75163
N1654074944_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T08:30:34.498,1200,139992.8,269.486,140033.22,269.405,Classic,123.9418
N1654075904a_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T08:46:34.491,1200,139988.48,271.315,140022.84,271.062,Classic,124.05827
N1654075904b_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T08:46:34.491,1200,0,0,140031.58,269.619,Complex,124.07107
N1654079264_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T09:42:34.467,1200,139973.01,273.577,140004.26,273.465,Classic,124.49347
N1654085984_1.IMG,ISS_132RI_FMOVIE001_VIMS,2010-152T11:34:34.419,1200,140073.42,274.051,140033.53,274.158,Classic,125.44679
N1662091567a_1.IMG,ISS_137RI_FMOVIE001_VIMS,2010-245T03:20:00.007,1200,139969.24,101.964,139885.75,102.115,Extended Object,139.57869
N1662091567b_1.IMG,ISS_137RI_FMOVIE001_VIMS,2010-245T03:20:00.007,1200,139945.6,101.617,139901.83,101.657,Complex,139.58509
N1662092767_1.IMG,ISS_137RI_FMOVIE001_VIMS,2010-245T03:39:59.998,1200,0,0,139890.83,100.836,Complex,139.92926
N1716476180a_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T14:04:24.694,460,140469.62,203.718,140516.77,203.611,Classic,46.23214
N1716476180b_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T14:04:24.694,461,140489.06,205.357,140528.63,205.251,Classic,46.24351
N1716476180c_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T14:04:24.694,462,140494.21,205.587,140540.07,205.501,Classic,46.245
N1716483035_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T15:58:39.650,460,140570.4,203.451,140514.13,204.327,Classic,46.65201
N1716483035_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T15:58:39.650,460,140468.97,209.583,140505.01,209.43,Complex,46.98448
N1716489890a_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T17:52:54.607,460,140483.23,206.511,140551.73,206.289,Classic,47.08379
N1716489890b_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T17:52:54.607,461,140610.46,205.831,140541.08,206.932,Classic,48.08379
N1716493546_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T18:53:50.584,460,140490.35,209.323,140534.18,209.105,Classic,47.31093
N1716496288a_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T19:39:32.566,460,0,0,140512.77,211.117,Complex,47.4758
N1716496288b_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T19:39:32.566,461,0,0,140544.18,206.882,Complex,47.4758
N1716498573_1.IMG,ISS_166RI_FNTLPMOV001_PRIME,2012-144T20:17:37.552,460,140433.67,212.461,140514.35,211.539,Classic,47.6063
N1719296954_1.IMG,ISS_168RF_FMOVIE001_PRIME,2012-177T05:37:00.151,1800,0,0,140521.43,281.984,Complex,109.54016
N1719298554_1.IMG,ISS_168RF_FMOVIE001_PRIME,2012-177T06:03:40.141,1800,140479.15,281.445,140537.1,281.483,Extended Object,109.6771
N1719301354_1.IMG,ISS_168RF_FMOVIE001_PRIME,2012-177T06:50:20.124,1800,140452.85,277.562,140531.78,276.505,Classic,109.93284
N1719306154_1.IMG,ISS_168RF_FMOVIE001_PRIME,2012-177T08:10:20.093,1800,140493.38,282.116,140543.16,282.006,Classic,110.31161
N1719307354_1.IMG,ISS_168RF_FMOVIE001_PRIME,2012-177T08:30:20.085,1800,140517.11,279.425,140536.04,279.166,Classic,110.43134
N1719308554_1.IMG,ISS_168RF_FMOVIE001_PRIME,2012-177T08:50:20.078,1800,0,0,140531.66,280.006,Complex,110.52995
N1719316954_1.IMG,ISS_168RF_FMOVIE001_PRIME,2012-177T11:10:20.025,1800,140582.33,281.363,140558.97,281.472,Classic,111.25721
N1719320154_1.IMG,ISS_168RF_FMOVIE001_PRIME,2012-177T12:03:40.004,1800,140497.25,276.85,140543.57,276.583,Complex,111.55306
N1719541260_1.IMG,ISS_168RF_FMOVIE002_PRIME,2012-180T01:28:44.462,2000,140115.49,115.838,139920.87,115.863,Extended Object,135.07094
N1719632331a_1.IMG,ISS_168ST_URKAPCMA001_UVIS,2012-181T02:46:35.724,320,140270.99,201.036,140257.43,201.043,Classic,97.78382
N1719632331b_1.IMG,ISS_168ST_URKAPCMA001_UVIS,2012-181T02:46:35.724,321,140272.58,201.079,140259.02,201.086,Classic,97.78876
N1719632331c_1.IMG,ISS_168ST_URKAPCMA001_UVIS,2012-181T02:46:35.724,322,140270.79,201.097,140256.06,201.103,Classic,97.78876
N1721660740_1.IMG,ISS_169RI_HIPHASE001_VIMS,2012-204T14:13:10.663,680,140561.59,13.087,140533.16,13.106,Classic,156.58123
N1721662310_1.IMG,ISS_169RI_HIPHASE001_VIMS,2012-204T14:39:20.653,680,140563.29,16.499,140530.93,16.491,Classic - bright head,153.93787
N1721666235_1.IMG,ISS_169RI_HIPHASE001_VIMS,2012-204T15:44:45.778,380,140501.07,24.158,140479.86,24.125,Extended Object,146.73472
N1723508317_1.IMG,ISS_170RF_HIRESFRNG001_PRIME,2012-225T23:25:55.369,1800,140203.13,147.791,140214.4,147.619,Complex,147.61947
N1723510237_1.IMG,ISS_170RF_HIRESFRNG001_PRIME,2012-225T23:57:55.357,1800,140110.67,159.666,140123.2,159.665,Extended Object,122.32268
N1723511197_1.IMG,ISS_170RF_HIRESFRNG001_PRIME,2012-226T00:13:55.351,1800,140089.26,165.737,140098.93,165.735,Extended Object,121.90064
N1726540620_1.IMG,ISS_172OT_SATELLORB001_PRIME,2012-261T01:43:59.687,680,140095.2,261.713,140059.46,261.792,Classic,91.08452
N1726686691_1.IMG,ISS_172OT_SATELLORB006_PRIME,2012-262T18:18:29.759,680,140185.87,238.748,140225.7,238.552,Classic,98.29101
N1726861257a_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-264T18:47:54.375,1200,140017.22,277.588,140037.78,277.564,Classic,111.25736
N1726861257b_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-264T18:47:54.375,1201,140022.31,277.446,140043.33,277.43,Classic,111.25736
N1726861257c_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-264T18:47:54.375,1202,140018.24,277.329,140050.42,277.322,Classic,111.25736
N1726861257d_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-264T18:47:54.375,1203,140026.03,277.229,140036.62,277.221,Complex,111.25736
N1726861728_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-264T18:55:45.372,1200,0,0,140036.11,277.151,Complex,111.30099
N1726864083_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-264T19:35:00.357,1200,140132.88,273.607,140043.48,274.15,Classic,111.50823
N1726877742_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-264T23:22:39.270,1200,139994.28,275.997,140054.09,273.563,Complex,112.80732
N1726882452_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-265T00:41:09.240,1200,140066.26,275.188,140044.39,275.195,Complex,113.26623
N1726885278_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-265T01:28:15.222,1200,140070.22,277.359,140024.91,277.438,Classic,113.55678
N1726890459_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-265T02:54:36.189,1200,0,0,140036.8,279.205,Complex,114.08333
N1726895169_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-265T04:13:06.159,1200,0,0,140052.49,276.231,Complex,114.55775
N1726901763a_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-265T06:03:00.117,1200,139992.74,280.953,140022.83,280.954,Classic,115.26476
N1726901763b_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-265T06:03:00.117,1201,0,0,140025.66,279.624,Complex,115.26476
N1726901763c_1.IMG,ISS_172RF_FMOVIE001_PRIME,2012-265T06:03:00.117,1202,140066.85,278.928,140033.35,279.004,Classic,115.26476
N1727132335a_1.IMG,ISS_172ST_URGAMPEG001_UVIS,2012-267T22:05:51.093,320,140566.61,151.971,140513.67,152.004,Classic,153.41006
N1727132335b_1.IMG,ISS_172ST_URGAMPEG001_UVIS,2012-267T22:05:51.093,321,140566.61,151.971,140516.88,152.198,Classic,154.41006
N1727132335c_1.IMG,ISS_172ST_URGAMPEG001_UVIS,2012-267T22:05:51.093,322,0,0,140517.11,152.557,Complex,153.44292
N1727132605_1.IMG,ISS_172ST_URGAMPEG001_UVIS,2012-267T22:10:21.091,320,140539.29,150.571,140518.82,150.633,Classic,153.50407
N1727795094_1.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-275T14:11:45.544,1000,140456.69,234.366,140437.51,234.415,Classic,71.9729
N1727800548_1.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-275T15:42:39.509,1000,140392.02,233.873,140449.69,233.739,Classic,72.25596
N1727809032_1.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-275T18:04:03.455,1000,140389.68,233.979,140427.68,233.569,Classic,72.70027
N1727814486_1.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-275T19:34:57.421,1000,140464.49,234.429,140451.98,235.578,Classic,72.99957
N1727825394a_1.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-275T22:36:45.351,1000,140431.26,240.601,140393.02,240.547,Classic,73.59031
N1727825394b_1.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-275T22:36:45.351,1000,140454.41,236.637,140432.48,236.698,Classic,73.56976
N1727829030_1.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-275T23:37:21.328,1000,0,0,140400.1,237.879,Complex,73.76286
N1727835696_2.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-276T01:28:27.286,1000,140422.13,238.19351,140392.27,238.236,Classic,74.10457
N1727836908_1.IMG,ISS_172RI_EGAPMOVMP002_PRIME,2012-276T01:48:39.278,1000,140389.98,237.49255,140425.59,237.438,Classic,74.16042
N1729025684_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-289T20:01:27.328,1800,140263.86,139.093,140248.6,139.163,Classic,137.57122
N1729028870_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-289T20:54:33.308,1800,140131.89,135.872,140238.95,135.841,Extended Object,137.95858
N1729030994_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-289T21:29:57.295,1800,0,0,140231.67,132.38,Complex,138.20227
N1729035773_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-289T22:49:36.264,1800,140228.33,127.606,140208.45,128.109,Classic,138.89196
N1729037366a_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-289T23:16:09.254,1800,140197.44,123.924,140176.45,123.939,Classic,139.10902
N1729037366b_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-289T23:16:09.254,1800,140196.32,123.839,140177.49,123.865,Classic,139.10902
N1729040021_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T00:00:24.237,1800,0,0,140120.53,123.381,Complex,139.55464
N1729041083a_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T00:18:06.231,1800,0,0,140169.65,122.737,Complex,139.73002
N1729041083b_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T00:18:06.231,1800,140168.87,121.22,140161.5,121.903,Classic,139.7271
N1729043207_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T00:53:30.217,1800,140135.05,121.448,140149.53,121.43,Complex,140.09361
N1729046393_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T01:46:36.197,1800,140078.12,116.176,140116.95,116.008,Classic,140.67635
N1729046924a_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T01:55:27.193,1800,140104.73,114.304,140120.52,114.302,Classic,140.79036
N1729046924b_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T01:55:27.193,1800,140103.77,117.562,140131.16,117.131,Complex,140.79036
N1729047455_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T02:04:18.190,1800,140425.25,113.999,140115.14,114.259,Classic - bright head,140.87587
N1729057850_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T04:57:33.424,1200,140164.99,330.575,140121.01,330.562,Extended Object,154.58062
N1729059974a_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T05:32:57.411,1200,140167.49,326.944,140143.42,327.027,Complex,155.19843
N1729059974b_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T05:32:57.411,1200,140159.46,325.859,140139.82,325.957,Complex,155.23201
N1729062629_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T06:17:12.394,1200,0,0,140136.1,323.694,Complex,155.90641
N1729063691_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T06:34:54.387,1200,0,0,140159.43,323.802,Complex,156.15328
N1729064753_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T06:52:36.380,1200,140198.99,322.138,140143.52,322.762,Classic,156.44457
N1729072187_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T08:56:30.333,1200,140268.71,315.981,140205.37,316.082,Classic,158.3335
N1729075373_1.IMG,ISS_173RF_FMOVIE001_PRIME,2012-290T09:49:36.313,1200,140279.64,311.899,140228.11,311.956,Classic,159.13964
N1729259467a_1.IMG,ISS_173RF_HIRESFRNG001_PRIME,2012-292T12:57:49.144,1200,140458.79,179.91,140437.6,179.933,Classic,71.19375
N1729259467b_1.IMG,ISS_173RF_HIRESFRNG001_PRIME,2012-292T12:57:49.144,1201,140451.17,179.826,140432.86,179.9,Classic,71.19375
N1729259467c_1.IMG,ISS_173RF_HIRESFRNG001_PRIME,2012-292T12:57:49.144,1202,140451.99,179.927,140435.4,179.968,Classic,71.19375
N1729261283_1.IMG,ISS_173RF_HIRESFRNG001_PRIME,2012-292T13:28:05.132,1200,140461.84,190.868,140484.33,190.851,Classic,72.0995
N1729264143_1.IMG,ISS_173RF_HIRESFRNG001_PRIME,2012-292T14:15:45.114,1200,140577.28,208.228,140555.47,208.809,Complex,73.21587
N1729266353a_1.IMG,ISS_173RF_HIRESFRNG001_PRIME,2012-292T14:52:35.100,1200,140600.31,221.532,140567.1,221.773,Classic,73.48931
N1729266353b_1.IMG,ISS_173RF_HIRESFRNG001_PRIME,2012-292T14:52:35.100,1201,0,0,140567.1,221.773,Complex,74.48931
N1730569356_1.IMG,ISS_174OT_SATELLORB002_PRIME,2012-307T16:49:10.100,680,140424.45,349.568,140277.58,349.8,Classic,101.24864
N1731107237_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-313T22:13:47.408,1200,140520.77,318.384,140480.58,318.628,Classic,150.68593
N1731107648_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-313T22:20:38.406,1200,140543.94,317.924,140479.35,319.74,Classic,150.73928
N1731108470_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-313T22:34:20.401,1200,140459.63,320.117,140483.44,320.019,Classic,150.89672
N1731109703_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-313T22:54:53.393,1200,140460.22,321.109,140479.37,321.079,Classic,151.12536
N1731110114_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-313T23:01:44.390,1200,140455.57,321.146,140494.28,320.928,Classic,151.20859
N1731112169a_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-313T23:35:59.377,1200,140473.95,318.735,140486.99,318.678,Classic,151.68491
N1731112169b_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-313T23:35:59.377,1200,140527.75,319.061,140497.98,319.093,Classic,151.68078
N1731113813_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T00:03:23.367,1200,140553,319.566,140497.45,319.872,Complex,152.01465
N1731119567_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T01:39:17.330,1200,140522.29,320.663,140488.34,321.078,Classic,153.21973
N1731119978_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T01:46:08.327,1200,140438.02,320.955,140501.22,320.906,Classic,153.29976
N1731126143_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T03:28:53.288,1200,140450.01,320.949,140491.82,319.56,Classic,154.67157
N1731129842a_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T04:30:32.265,1200,140493.95,319.748,140509.4,319.682,Complex,155.54336
N1731129842b_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T04:30:32.265,1200,140483.21,319.168,140512.59,319.121,Classic,155.55396
N1731140093_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T07:21:23.200,1200,0,0,139954.9,136.971,Complex,145.36192
N1731152834_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T10:53:44.119,1200,139917.05,134.349,139900.64,135.544,Classic,148.10179
N1731153656_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T11:07:26.114,1200,139901.21,134.096,139913.55,134.056,Classic,148.28972
N1731155300_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T11:34:50.103,1200,139935.58,134.609,139909.71,134.615,Extended Object,148.67712
N1731156122_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T11:48:32.098,1200,139886.01,134.274,139923.14,134.292,Classic,148.86867
N1731157355_1.IMG,ISS_174RF_FRSTRCHAN001_PRIME,2012-314T12:09:05.090,1200,139904.43,137.382,139924.85,137.383,Complex,148.86867
N1733157232a_1.IMG,ISS_175OT_SATELLORB001_PRIME,2012-337T15:40:09.665,680,140501.79,23.148,140525.03,23.108,Classic,59.80538
N1733157232b_1.IMG,ISS_175OT_SATELLORB001_PRIME,2012-337T15:40:09.665,680,140496.1,19.155,140528.94,19.074,Classic,60.80538
N1733160448_1.IMG,ISS_175RI_PROPRETRG001_PRIME,2012-337T16:33:45.688,560,0,0,140016.41,218.988,Complex,66.97877
N1733513734_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T18:41:49.125,1200,140548.81,357.267,140578.62,357.129,Classic,103.47624
N1733517926a_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T19:51:41.098,1200,140620.52,356.282,140581.82,356.299,Classic,104.26167
N1733517926b_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T19:51:41.098,1201,140617.57,356.35,140597.19,356.368,Complex,104.26167
N1733518974a_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T20:09:09.091,1200,140542.73,358.342,140565.3,358.298,Classic,104.22212
N1733518974b_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T20:09:09.091,1201,140552.24,358.639,140563.52,358.598,Classic,104.22212
N1733522118_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T21:01:33.072,1200,140684.8,357.301,140619.46,357.368,Classic - bright head,104.86013
N1733524214a_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T21:36:29.058,1200,140706.08,356.967,140614.65,357.029,Classic,105.25018
N1733524214b_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T21:36:29.058,1200,140715.09,356.968,140609.64,357.201,Classic,105.25014
N1733529454_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-341T23:03:49.025,1200,140474.6,1.094,140537.42,0.936,Complex,105.69053
N1733533122_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T00:04:57.002,1200,140663.23,359.308,140586.69,359.335,Classic - bright head,106.52427
N1733549366_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T04:35:40.898,1200,0,0,140589.42,4.535,Complex,108.85577
N173355355a8_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T05:45:32.872,1200,140531.06,7.721,140593.92,7.627,Complex,109.27108
N1733553558b_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T05:45:32.872,1200,0,0,140591.41,6.555,Complex,109.27108
N1733554082_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T05:54:16.869,1200,140621.73,7.158,140584.51,7.237,Classic,109.43463
N1733555654_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T06:20:28.859,1200,140582.14,5.961,140592.37,5.952,Classic,109.87194
N1733556702_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T06:37:56.852,1200,0,0,140572.64,8.572,Complex,109.76711
N1733557750_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T06:55:24.845,1200,140568.97,8.534,140588.28,8.508,Classic,109.97164
N1733559846_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T07:30:20.832,1200,140654.96,8.382,140586.09,8.399,Classic,110.39212
N1733564562_1.IMG,ISS_176RF_FMOVIE001_PRIME,2012-342T08:48:56.802,1200,140536.45,9.416,140563.33,9.382,Classic,111.19148
N1734571074_1.IMG,ISS_177RF_FMOVIE001_PRIME,2012-354T00:24:02.410,1200,139823.19,239.08,139886.88,239.043,Classic,95.52084
N1734573588_1.IMG,ISS_177RF_FMOVIE001_PRIME,2012-354T01:05:56.394,1200,140109.04,238.486,139908.74,238.546,Classic,95.81964
N1734591596_1.IMG,ISS_177RF_FMOVIE001_PRIME,2012-354T06:06:04.279,1200,140613.73,23.64,140565.97,23.65,Classic,90.94946
N1734593691_1.IMG,ISS_177RF_FMOVIE001_PRIME,2012-354T06:40:59.266,1200,140528.96,24.148,140564.36,24.021,Classic,91.18149
N1734595367a_1.IMG,ISS_177RF_FMOVIE001_PRIME,2012-354T07:08:55.255,1200,140610.57,24.566,140581.82,24.62,Classic,91.36402
N1734595367b_1.IMG,ISS_177RF_FMOVIE001_PRIME,2012-354T07:08:55.255,1200,140610.27,24.819,140600.18,24.898,Classic,91.34426
N1734596624a_1.IMG,ISS_177RF_FMOVIE001_PRIME,2012-354T07:29:52.247,1200,140551.17,23.865,140574.82,23.852,Classic,91.58355
N1734596624b_1.IMG,ISS_177RF_FMOVIE001_PRIME,2012-354T07:29:52.247,1200,140549.74,23.946,140570.91,23.929,Classic,91.58355
N1735117974_1.IMG,ISS_177RF_FRSTRCHAN001_PRIME,2012-360T08:18:59.486,100,139929.37,197.544,139962.04,197.492,Classic,20.60342
N1735135905_1.IMG,ISS_177RF_FRSTRCHAN001_PRIME,2012-360T13:17:50.382,80,140427.28,358.896,140391.62,358.971,Classic,13.51942
N1735584151_1.IMG,ISS_178RI_EGAPMOVMP001_PRIME,2012-365T17:48:33.076,1000,140660.25,41.59,140612.09,41.642,Classic,72.50296
N1735592203_1.IMG,ISS_178RI_EGAPMOVMP001_PRIME,2012-365T20:02:45.024,1000,0,0,140546.74,42.891,Complex,72.50296
N1736802961_1.IMG,ISS_179RF_FMOVIE001_PRIME,2013-013T20:21:55.085,1500,139907.41,260.432,139929.24,260.424,Classic,88.07675
N1737159287a_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-017T23:20:39.397,380,140504.86,147.469,140477.22,147.528,Complex,151.91449
N1737159287b_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-017T23:20:39.397,379,140478.42,147.288,140502.68,147.272,Classic,151.91449
N1737159287c_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-017T23:20:39.397,380,140494.41,147.207,140472.88,147.575,Complex,151.91449
N1737159287d_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-017T23:20:39.397,380,140497.08,146.604,140462.28,146.625,Classic,151.91449
N1737159287e_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-017T23:20:39.397,381,140459.62,147.156,140497.92,146.456,Complex,151.91449
N1737159819_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-017T23:29:31.378,380,140545.01,147.337,140494.64,147.378,Complex,152.19883
N1737162231a_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T00:09:43.363,380,140462.16,149.784,140493.59,149.379,Classic,153.66969
N1737162231b_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T00:09:43.363,380,140460.89,149.437,140486.27,149.322,Classic,153.66969
N1737164643_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T00:49:55.348,380,140455.21,150.659,140472.6,150.617,Classic,155.13435
N1737165715_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T01:07:47.341,380,140484.97,150.294,140474.22,150.324,Classic,155.75002
N1737166787a_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T01:25:39.334,380,140495.42,152.012,140479.56,152.08,Classic,156.48476
